ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Delivery_Distance,Delivery_Speed,Delivery_Distance_km
0x2654,PUNERES03DEL02,37,4.3,18.554382,73.798206,18.604382,73.848206,21:30,1,1,1,0,4,1.0,1,1,35.0,0.0707106781186633,Normal,7.66052012420465
0xd2ff,AGRRES16DEL01,38,4.4,0.0,0.0,0.07,0.07,18:45,3,3,2,0,2,2.0,1,1,38.0,0.09899494936611666,Normal,11.007734763744619
0x1fbd,RANCHIRES02DEL03,39,4.7,0.0,0.0,0.03,0.03,18:25,4,3,0,2,3,1.0,1,1,24.0,0.042426406871192854,Normal,4.717601092054723
0x328c,INDORES08DEL01,38,4.5,22.725748,75.898497,22.765747,75.938497,13:30,1,0,2,2,4,1.0,1,1,30.0,0.05656783539255764,Normal,6.0504060616582525
0x11a8,BANGRES08DEL02,34,4.7,12.906229,77.596791,12.986229,77.676791,20:10,6,1,1,2,4,0.0,1,3,29.0,0.11313708498984645,Normal,12.421407858787804
0x1abe,MUMRES04DEL02,39,4.5,19.254567,72.848923,19.334567,72.928923,22:35,2,2,0,2,3,1.0,1,3,22.0,0.11313708498984519,Normal,12.232070021478211
0x8a33,SURRES17DEL01,21,4.9,21.149569,72.772697,21.189569,72.812697,15:05,3,0,1,3,3,1.0,1,1,24.0,0.05656854249492762,Normal,6.081596950437154
0xc57a,DEHRES05DEL02,37,4.2,30.346994,78.062543,30.426994,78.142543,19:45,1,1,1,3,3,1.0,1,1,45.0,0.1131370849898477,Slow,11.74800430051281
0x4fa3,BANGRES19DEL02,35,4.8,12.914264,77.6784,13.044264,77.8084,17:25,6,3,1,2,3,1.0,1,1,30.0,0.18384776310850975,Normal,20.18348136584519
0x3312,RANCHIRES01DEL01,34,5.0,23.416792,85.316842,23.456792,85.356842,12:55,1,0,0,3,3,1.0,1,1,29.0,0.05656854249492762,Normal,6.036244196933988
0x6e24,COIMBRES11DEL01,25,4.3,11.001753,76.986241,11.111753,77.096241,21:45,0,1,2,2,3,1.0,1,1,34.0,0.15556349186103965,Normal,17.138077427627863
0x82ac,BANGRES08DEL02,27,4.9,12.906229,77.596791,12.986229,77.676791,22:30,2,2,2,3,4,1.0,1,1,17.0,0.11313708498984645,Fast,12.421407858787804
0x876,PUNERES18DEL01,0,4.630110732538331,18.593481,73.785901,18.703481,73.895901,22:45,1,2,2,2,4,0.0,1,3,29.0,0.15556349186103965,Normal,16.849904095492622
0xe1c3,GOARES03DEL03,29,4.8,15.574828,73.766883,15.604828,73.796883,21:50,4,1,1,1,4,0.0,1,1,14.0,0.04242640687118315,Fast,4.631634621028435
0x1f54,INDORES15DEL03,30,3.6,22.760072,75.892574,22.850072,75.982574,17:35,3,3,2,2,4,1.0,1,4,32.0,0.12727922061358088,Normal,13.610877575672198
0x2ff9,COIMBRES18DEL02,30,4.0,11.02091,76.940432,11.15091,77.070432,20:60,1,1,1,2,4,1.0,1,1,38.0,0.18384776310849843,Normal,20.253101372632372
0xaa5c,MYSRES12DEL02,24,4.8,12.284747,76.625861,12.414747,76.755861,24:05,0,2,1,2,4,1.0,1,1,24.0,0.1838477631084997,Normal,20.207797933358158
0xa4de,VADRES01DEL01,33,4.8,22.307898,73.167788,22.417898,73.277788,18:10,2,3,2,2,4,1.0,1,3,22.0,0.15556349186103965,Normal,16.660108123693192
0x738b,PUNERES07DEL01,36,4.6,18.546947,73.900626,18.616947,73.970626,20:45,6,1,1,0,3,1.0,1,3,27.0,0.09899494936611203,Normal,10.72465156807538
0xa3c5,CHENRES010DEL02,30,4.8,13.066762,80.251865,13.146762,80.331865,21:60,4,1,1,0,4,1.0,1,1,18.0,0.11313708498984645,Fast,12.417487520918895
0x8f79,RANCHIRES20DEL02,29,4.5,23.39925,85.390464,23.52925,85.520464,20:40,6,1,1,2,4,1.0,1,1,15.0,0.183847763108511,Fast,19.615926964388624
0x28fe,MYSRES14DEL01,38,4.9,0.0,0.0,0.07,0.07,19:55,0,1,2,2,4,1.0,1,1,48.0,0.09899494936611666,Slow,11.007734763744619
0x29f7,JAPRES08DEL02,26,4.8,26.910262,75.783013,26.960262,75.833013,22:60,1,2,2,3,2,0.0,1,3,14.0,0.07071067811865325,Fast,7.448412467877649
0x64af,COIMBRES010DEL02,26,4.9,11.003008,76.97544,11.133009,77.10544,20:05,3,1,1,1,4,1.0,1,1,24.0,0.18384847021664016,Normal,20.25378851608599
0x22ba,MYSRES010DEL02,26,4.9,12.321214,76.621094,12.451214,76.751094,22:50,2,2,2,0,2,0.0,1,4,17.0,0.1838477631084997,Fast,20.206420943723728
0x6425,CHENRES11DEL02,37,4.7,13.064181,80.236442,13.084181,80.256442,8:35,3,2,1,1,3,0.0,1,3,25.0,0.028284271247468833,Normal,3.1045718665451782
0x739d,BANGRES03DEL01,39,4.2,12.979166,77.640709,13.049166,77.710709,17:50,2,3,0,1,3,1.0,1,1,47.0,0.09899494936611203,Slow,10.867285240714486
0x387a,JAPRES15DEL01,21,4.5,26.891191,75.802083,26.931191,75.842083,13:05,2,0,1,2,3,1.0,1,1,29.0,0.05656854249492762,Normal,5.9592931098219735
0x9bd3,CHENRES17DEL01,23,4.5,13.045479,80.23311,13.115479,80.30311,17:50,2,3,2,0,4,1.0,1,1,17.0,0.09899494936612209,Fast,10.86586608780909
0x81d9,MUMRES06DEL02,25,4.9,19.055831,72.833984,19.105831,72.883984,17:60,1,3,2,2,4,0.0,1,3,10.0,0.07071067811865074,Fast,7.649724402449684
0x632e,CHENRES11DEL03,21,4.9,13.064181,80.236442,13.154181,80.326442,19:15,1,1,0,2,3,1.0,1,1,48.0,0.12727922061358088,Slow,13.96960642768458
0xcba5,DEHRES08DEL03,36,4.4,30.359722,78.067079,30.499722,78.207079,21:60,1,1,2,3,4,1.0,1,1,44.0,0.19798989873222156,Slow,20.555166462971748
0x3ae1,MUMRES14DEL01,35,4.6,19.1813,72.836191,19.2513,72.906191,18:60,4,3,1,1,3,1.0,1,3,21.0,0.09899494936612209,Normal,10.70546847853061
0x814a,RANCHIRES02DEL02,37,4.5,0.0,0.0,0.02,0.02,9:55,3,2,2,3,2,1.0,1,1,23.0,0.0282842712474619,Normal,3.145067434621583
0x588d,COIMBRES18DEL03,20,4.6,11.02091,76.940432,11.11091,77.030432,22:25,1,2,2,1,2,1.0,1,1,23.0,0.12727922061358088,Normal,14.021848812228344
0x9653,JAPRES02DEL03,33,4.9,26.914142,75.805704,26.944142,75.835704,22:35,1,2,0,3,3,1.0,1,1,24.0,0.04242640687119446,Normal,4.4691549592640305
0x1fa1,RANCHIRES13DEL02,24,4.6,23.374989,85.335486,23.394989,85.355486,11:60,1,0,0,1,3,0.0,1,1,27.0,0.028284271247458786,Normal,3.0186622920269803
0x4856,VADRES01DEL01,33,4.7,22.307898,73.167788,22.317898,73.177788,11:55,0,0,0,0,3,1.0,1,1,31.0,0.014142135623733162,Normal,1.5148058859292481
0xdfe2,AGRRES14DEL01,35,4.7,27.16185,78.040165,27.20185,78.080165,16:35,6,3,0,0,3,1.0,1,1,27.0,0.05656854249491757,Normal,5.952938861056149
0xa036,PUNERES13DEL01,35,4.8,18.56245,73.916619,18.63245,73.986619,18:45,6,3,1,2,4,0.0,1,1,29.0,0.09899494936612209,Normal,10.724189700859583
0x1907,RANCHIRES14DEL02,39,4.3,0.0,0.0,0.13,0.13,24:05,0,2,1,2,4,1.0,1,1,39.0,0.18384776310850237,Normal,20.44292976252901
0xd14,BANGRES01DEL03,33,4.3,12.933284,77.615428,13.023284,77.705428,20:30,0,1,2,0,4,2.0,1,1,45.0,0.12727922061358088,Slow,13.973207156405252
0x7383,MYSRES18DEL03,29,4.6,12.337928,76.617889,12.367928,76.647889,23:35,2,2,2,0,2,1.0,1,1,18.0,0.0424264068711932,Fast,4.663310851898783
0x440c,COIMBRES05DEL03,36,4.2,11.022169,76.999594,11.082169,77.059594,21:25,1,1,1,2,4,1.0,1,1,34.0,0.08485281374238766,Normal,9.348114492434787
0x72bc,VADRES02DEL01,30,4.7,0.0,0.0,0.04,0.04,12:25,0,0,0,0,3,0.0,1,3,28.0,0.0565685424949238,Normal,6.290134677634678
0x5442,VADRES11DEL02,20,4.9,22.308096,73.167753,22.358096,73.217753,20:25,4,1,1,2,4,1.0,1,1,19.0,0.07071067811865325,Fast,7.5735237341835395
0x7f22,PUNERES17DEL01,34,4.3,18.530963,73.828972,18.600963,73.898972,21:25,6,1,2,3,2,1.0,1,1,44.0,0.09899494936612209,Slow,10.725127399399225
0x952a,SURRES15DEL03,33,4.6,21.160522,72.771477,21.190522,72.801477,19:60,4,1,0,3,3,0.0,1,1,26.0,0.04242640687119446,Normal,4.561112369847916
0x2e61,PUNERES12DEL02,32,4.7,18.520016,73.830547,18.650016,73.960547,19:25,0,1,0,3,3,1.0,2,1,53.0,0.183847763108511,Slow,19.917038235830073
0x32bc,PUNERES19DEL01,0,4.630110732538331,18.563934,73.915367,18.573935,73.925367,9:05,0,2,2,2,4,0.0,1,4,15.0,0.014142842748181813,Fast,1.532229188735096
0xbbca,VADRES01DEL01,39,4.8,22.307898,73.167788,22.417898,73.277788,21:45,1,1,1,2,4,1.0,1,1,41.0,0.15556349186103965,Slow,16.660108123693192
0xb239,BANGRES010DEL01,32,4.8,12.933298,77.614293,12.943298,77.624293,11:60,4,0,0,0,3,0.0,1,1,24.0,0.014142135623724367,Normal,1.5527001159059903
0x8b0c,INDORES15DEL01,33,4.9,22.760072,75.892574,22.770072,75.902574,11:20,0,0,2,0,3,2.0,1,1,34.0,0.014142135623733162,Normal,1.5125236323325255
0x3913,MUMRES02DEL02,37,4.9,19.221315,72.862381,19.271315,72.912381,20:55,0,1,0,1,3,1.0,1,1,26.0,0.07071067811865325,Normal,7.64610474832152
0x3206,PUNERES14DEL01,30,4.7,18.516216,73.842527,18.526216,73.852527,8:25,1,2,0,0,3,1.0,1,1,27.0,0.014142135623725625,Normal,1.5323511358881128
0x90c1,MYSRES18DEL01,20,5.0,12.337928,76.617889,12.447928,76.727889,17:25,4,3,1,0,3,0.0,1,1,11.0,0.15556349186103965,Fast,17.09752652782741
0x324c,BANGRES11DEL02,35,3.4,12.934365,77.616155,13.064365,77.746155,23:35,4,2,0,2,3,1.0,1,1,31.0,0.1838477631084997,Normal,20.182685858169084
0x9d7d,MUMRES12DEL01,33,4.9,19.207222,72.972281,19.317222,73.082281,21:40,1,1,0,3,3,0.0,2,1,43.0,0.15556349186103965,Slow,16.82066030021692
0xd14f,AURGRES17DEL02,31,4.8,19.876994,75.372353,19.926994,75.422353,19:35,6,1,0,0,3,1.0,1,1,47.0,0.07071067811865325,Slow,7.631487330979372
0xc6c,RANCHIRES06DEL02,36,4.8,23.357804,85.325146,23.407804,85.375146,20:55,1,1,1,1,3,1.0,1,1,25.0,0.07071067811865074,Normal,7.546712474612512
0x89c7,PUNERES03DEL02,34,4.7,18.554382,73.798206,18.574382,73.818206,11:30,3,0,1,3,3,1.0,1,1,27.0,0.028284271247468833,Normal,3.064335674796853
0x73b0,MUMRES010DEL01,21,4.6,19.003517,72.82765,19.113517,72.93765,21:50,6,1,1,3,4,1.0,1,1,22.0,0.15556349186104218,Normal,16.83046129455743
0x2764,MYSRES14DEL03,26,4.8,0.0,0.0,0.03,0.03,21:45,3,1,1,2,4,1.0,1,3,19.0,0.042426406871192854,Fast,4.717601092054723
0xd7c7,LUDHRES05DEL02,28,4.8,30.905562,75.832841,30.955562,75.882841,17:60,1,3,1,3,3,0.0,1,1,12.0,0.07071067811865325,Fast,7.324963249883455
0x244d,CHENRES010DEL02,28,5.0,13.066762,80.251865,13.086762,80.271865,9:10,1,2,2,3,2,0.0,1,1,15.0,0.028284271247468833,Fast,3.104556052438096
0x5ab9,COIMBRES17DEL03,21,4.6,11.026117,76.944652,11.116117,77.034652,17:50,4,3,0,1,3,1.0,1,3,24.0,0.12727922061357083,Normal,14.021726512881596
0xd4f9,AGRRES12DEL02,35,4.1,27.165108,78.015053,27.215108,78.065053,17:25,2,3,2,1,2,1.0,1,1,32.0,0.0707106781186633,Normal,7.440930174365867
0x8677,INDORES12DEL01,31,4.7,22.74806,75.8934,22.78806,75.9334,16:35,0,3,0,1,3,1.0,1,1,28.0,0.05656854249493013,Normal,6.0500335924587025
0x61f9,MYSRES15DEL02,33,4.7,12.352058,76.60665,12.482058,76.73665,19:30,4,1,1,1,4,1.0,1,1,19.0,0.1838477631084997,Fast,20.20525323529291
0x7bcd,PUNERES16DEL02,29,4.7,18.536718,73.830327,18.556718,73.850327,8:45,0,2,1,0,4,1.0,1,1,14.0,0.028284271247458786,Fast,3.0644857806760535
0x7407,SURRES16DEL02,28,5.0,21.160437,72.774209,21.290437,72.904209,23:45,2,2,1,1,3,0.0,1,1,14.0,0.18384776310849843,Fast,19.76171176132034
0x31be,SURRES17DEL03,29,4.9,21.149569,72.772697,21.209569,72.832697,20:55,0,1,2,0,2,1.0,1,1,32.0,0.0848528137423864,Normal,9.122108408658214
0x7d6f,HYDRES04DEL01,37,4.9,17.411028,78.329645,17.421028,78.339645,11:30,0,0,0,1,3,1.0,1,1,33.0,0.014142135623733162,Normal,1.5369113551350593
0xc6c6,LUDHRES02DEL01,39,4.7,0.0,0.0,0.04,0.04,12:60,4,0,2,2,4,1.0,1,1,19.0,0.0565685424949238,Fast,6.290134677634678
0xd020,AGRRES14DEL03,38,4.4,27.16185,78.040165,27.22185,78.100165,20:30,6,1,0,1,3,1.0,1,1,38.0,0.0848528137423864,Normal,8.929054495274071
0x922c,MUMRES14DEL03,24,4.6,19.1813,72.836191,19.2413,72.896191,20:35,1,1,2,0,3,1.0,1,1,27.0,0.0848528137423864,Normal,9.17624749258827
0x5114,JAPRES19DEL02,38,4.8,26.913726,75.75282,26.963726,75.80282,21:55,1,1,2,3,3,2.0,1,1,36.0,0.07071067811865325,Normal,7.448311138215936
0x10be,BANGRES09DEL03,27,4.8,12.934179,77.615797,12.964179,77.645797,23:60,1,2,1,3,4,1.0,1,1,18.0,0.0424264068711932,Fast,4.658001279265391
0x742a,COIMBRES08DEL01,32,4.7,11.001852,76.976268,11.011852,76.986268,8:60,1,2,0,1,3,1.0,1,1,26.0,0.014142135623724367,Normal,1.5581369822072066
0x1d09,BANGRES04DEL01,28,4.7,12.98041,77.640489,13.09041,77.750489,19:35,6,1,1,1,3,1.0,1,1,24.0,0.1555634918610409,Normal,17.07644834661623
0x527d,RANCHIRES15DEL01,34,4.5,23.369746,85.33982,23.379746,85.34982,9:60,2,2,0,1,3,0.0,1,3,24.0,0.014142135623725625,Normal,1.5093844931452696
0x708d,RANCHIRES16DEL01,36,4.2,23.371292,85.327872,23.481292,85.437872,22:35,0,2,2,0,2,0.0,1,1,33.0,0.15556349186103965,Normal,16.600272418856072
0xa38,CHENRES19DEL02,0,4.630110732538331,12.986047,80.218114,13.116047,80.348114,18:15,4,3,2,1,4,1.0,1,1,19.0,0.1838477631084997,Fast,20.180635114114715
0xf18,JAPRES12DEL03,29,4.9,26.902908,75.792934,26.932908,75.822934,19:50,1,1,2,2,4,0.0,1,1,30.0,0.04242640687119446,Normal,4.469352052738077
0x4e4,VADRES17DEL01,50,6.0,0.0,0.0,0.11,0.11,21:55,7,5,3,2,4,1.0,2,1,48.0,0.15556349186104046,Slow,17.29786575291325
0x17b8,COIMBRES16DEL03,38,4.8,11.010375,76.95295,11.040375,76.98295,22:55,1,2,1,0,3,1.0,1,1,19.0,0.0424264068711932,Fast,4.674266565274251
0x68c,VADRES12DEL03,0,4.630110732538331,0.0,0.0,0.06,0.06,19:45,2,1,1,0,3,1.0,1,1,22.0,0.08485281374238571,Normal,9.435201537430713
0x358f,SURRES07DEL01,23,4.6,21.170798,72.790489,21.280798,72.900489,19:45,6,1,0,3,3,1.0,1,1,30.0,0.15556349186103965,Normal,16.72143013885536
0xe282,AGRRES12DEL03,34,4.2,27.165108,78.015053,27.195108,78.045053,17:45,3,3,0,2,3,1.0,1,1,37.0,0.04242640687119446,Normal,4.464734973807576
0xca32,KOCRES13DEL01,22,4.8,9.991703,76.293136,10.031703,76.333136,15:25,6,3,2,3,4,1.0,1,1,21.0,0.05656854249491883,Normal,6.242426324082786
0x35e8,MYSRES010DEL02,30,5.0,12.321214,76.621094,12.401214,76.701094,18:50,6,3,0,1,3,0.0,1,3,30.0,0.11313708498984645,Normal,12.435302723482724
0x3140,RANCHIRES07DEL03,32,4.2,23.359407,85.325055,23.389407,85.355055,22:15,1,1,1,3,3,0.0,1,1,39.0,0.0424264068711819,Normal,4.528158738548494
0x93b0,CHENRES15DEL03,26,5.0,13.026286,80.275235,13.086286,80.335235,18:60,3,3,1,2,4,0.0,1,1,26.0,0.0848528137423864,Normal,9.314044064891696
0x8f94,CHENRES06DEL01,23,4.6,13.054347,80.257221,13.124347,80.327221,19:30,3,1,2,2,4,0.0,1,1,28.0,0.09899494936611203,Normal,10.865675782880029
0xc19a,BHPRES17DEL02,34,3.8,23.218998,77.373573,23.348998,77.503573,19:40,6,1,2,2,4,0.0,1,1,44.0,0.183847763108511,Slow,19.628127535448083
0xa7a9,PUNERES05DEL03,23,4.6,18.543626,73.905101,18.633626,73.995101,21:20,3,1,1,0,3,1.0,1,3,15.0,0.12727922061358088,Fast,13.788581570141362
0x6523,PUNERES04DEL03,22,4.6,18.51421,73.838429,18.57421,73.898429,23:25,1,2,2,3,2,1.0,1,1,19.0,0.08485281374237887,Fast,9.193520993944183
0x6874,MYSRES17DEL02,28,4.6,12.326356,76.619103,12.456356,76.749103,21:05,2,1,2,2,4,0.0,1,1,27.0,0.1838477631085085,Normal,20.206226468830582
0x43be,JAPRES11DEL02,38,4.8,26.90294,75.793007,26.92294,75.813007,8:45,3,2,2,1,2,0.0,1,3,22.0,0.028284271247458786,Normal,2.979626144829987
0xc355,BHPRES20DEL01,39,4.1,23.235123,77.398886,23.305123,77.468886,18:15,6,3,1,1,4,0.0,1,1,38.0,0.09899494936610952,Normal,10.569496921731531
0x5748,HYDRES010DEL03,26,4.7,17.428294,78.404423,17.488294,78.464423,18:20,4,3,0,2,3,1.0,1,3,15.0,0.0848528137423864,Fast,9.220449825751995
0x95c7,SURRES09DEL02,20,4.8,21.175975,72.795503,21.255975,72.875503,23:50,0,2,1,1,4,1.0,1,4,26.0,0.11313708498984519,Normal,12.161417162421785
0x4765,JAPRES16DEL03,23,4.5,26.849596,75.800512,26.989596,75.940512,20:10,3,1,1,1,4,1.0,1,1,19.0,0.1979898987322341,Fast,20.856833724898493
0x6e1d,JAPRES16DEL01,25,4.0,26.849596,75.800512,26.919596,75.870512,19:55,2,1,0,0,3,1.0,1,4,31.0,0.09899494936612209,Normal,10.429850454296803
0xb9fe,HYDRES17DEL02,37,4.6,17.451976,78.385883,17.501976,78.435883,24:05,0,2,0,0,3,1.0,1,1,25.0,0.07071067811865325,Normal,7.683332672259472
0x942,CHENRES09DEL02,0,4.630110732538331,13.044694,80.26147,13.064694,80.28147,8:40,7,5,3,2,4,1.0,1,1,29.0,0.028284271247458786,Normal,3.1046911695399038
0xa58a,PUNERES11DEL01,30,3.8,18.533811,73.899315,18.603811,73.969315,21:40,6,1,1,1,3,1.0,1,1,38.0,0.09899494936611203,Normal,10.72504264384306
0xa0a6,CHENRES06DEL01,27,4.6,13.054347,80.257221,13.094347,80.297221,15:55,1,3,0,1,3,1.0,1,4,29.0,0.05656854249491883,Normal,6.209141643213009
0x7d2d,MUMRES01DEL02,27,4.6,19.12663,72.829976,19.25663,72.959976,21:05,3,1,1,3,3,1.0,1,4,18.0,0.18384776310850096,Fast,19.88298786811286
0x2bfb,BANGRES010DEL03,37,4.3,12.933298,77.614293,12.963298,77.644293,22:15,2,2,0,3,3,1.0,1,1,34.0,0.0424264068711932,Normal,4.658009301231346
0xbf68,AURGRES04DEL03,39,4.9,19.876106,75.340775,19.936106,75.400775,20:55,0,1,0,1,3,1.0,1,1,25.0,0.0848528137423864,Normal,9.157673042594519
0x52c2,COIMBRES01DEL03,22,4.6,11.016298,76.972076,11.046298,77.002076,24:15,0,2,2,1,3,0.0,1,3,10.0,0.0424264068711932,Fast,4.674220356187266
0x7c97,COIMBRES03DEL02,24,2.8,11.025083,77.015393,11.105083,77.095393,23:05,4,2,2,0,4,1.0,1,1,42.0,0.11313708498984645,Slow,12.463883024166657
0x56d4,RANCHIRES16DEL02,34,5.0,23.371292,85.327872,23.501292,85.457872,23:30,4,2,0,3,3,1.0,1,3,21.0,0.18384776310849843,Normal,19.617824561450774
0x3127,PUNERES04DEL01,26,4.4,18.51421,73.838429,18.55421,73.878429,13:60,0,0,2,3,3,1.0,1,3,32.0,0.056568542494920084,Normal,6.12918392293498
0xc82e,AGRRES11DEL02,32,4.2,27.163303,78.057044,27.183303,78.077044,8:15,6,2,0,3,3,0.0,1,1,33.0,0.028284271247458786,Normal,2.976570182999729
0x82bc,COIMBRES010DEL03,39,5.0,11.003008,76.97544,11.093008,77.06544,22:55,6,2,2,1,4,0.0,1,1,28.0,0.12727922061357083,Normal,14.022268860182423
0xab9f,BANGRES06DEL02,25,4.8,12.979096,77.640625,13.029096,77.690625,17:30,2,3,2,3,4,1.0,1,3,24.0,0.07071067811865199,Normal,7.762500242365753
0x9a76,CHENRES19DEL03,24,4.7,12.986047,80.218114,13.076047,80.308114,21:60,2,1,2,1,4,1.0,1,1,21.0,0.12727922061358213,Normal,13.971759900424741
0x8361,COIMBRES05DEL01,22,4.1,11.022169,76.999594,11.092169,77.069594,17:55,0,3,1,0,4,1.0,1,1,33.0,0.09899494936611203,Normal,10.906042243292653
0xcb46,KNPRES19DEL02,24,4.3,26.49095,80.318656,26.62095,80.448656,20:35,1,1,1,1,3,1.0,1,1,40.0,0.18384776310849843,Normal,19.394555235256966
0xd78c,GOARES01DEL02,20,4.9,15.576683,73.75575,15.596683,73.77575,10:30,1,2,1,0,3,1.0,1,1,16.0,0.028284271247460042,Fast,3.087779183156497
0x7cfe,MUMRES19DEL02,39,4.8,19.131141,72.813074,19.181141,72.863074,21:30,0,1,0,2,3,0.0,1,3,27.0,0.07071067811865325,Normal,7.648080628607945
0x4f5a,VADRES12DEL02,36,5.0,0.0,0.0,0.02,0.02,10:40,0,2,1,1,3,1.0,1,3,16.0,0.0282842712474619,Fast,3.145067434621583
0x8984,MUMRES17DEL02,26,4.7,19.121999,72.908493,19.201999,72.988493,23:50,3,2,0,0,3,1.0,1,1,18.0,0.1131370849898477,Fast,12.236723616598548
0x1d75,COIMBRES010DEL01,27,4.3,11.003008,76.97544,11.013008,76.98544,8:40,3,2,0,0,3,1.0,1,3,20.0,0.014142135623724367,Fast,1.55813398149798
0xe6b,RANCHIRES04DEL03,0,4.630110732538331,23.359033,85.325347,23.419033,85.385347,20:05,0,1,2,3,3,1.0,1,3,21.0,0.0848528137423864,Normal,9.05586019430546
0xce29,AGRRES16DEL02,21,4.9,0.0,0.0,0.13,0.13,19:05,3,3,0,3,3,0.0,1,1,23.0,0.18384776310850237,Normal,20.44292976252901
0x396d,RANCHIRES13DEL02,35,4.6,23.374989,85.335486,23.504989,85.465486,21:60,0,1,2,3,4,3.0,2,3,47.0,0.18384776310849843,Slow,19.617573744443128
0xb01e,SURRES09DEL01,31,4.6,21.175975,72.795503,21.285975,72.905503,19:50,0,1,2,3,4,1.0,1,1,42.0,0.15556349186103965,Slow,16.72115728076054
0x3880,PUNERES06DEL03,24,4.9,18.546258,73.904337,18.576258,73.934337,22:15,0,1,2,0,4,1.0,1,3,21.0,0.042426406871191945,Normal,4.596543327364382
0xac1c,RANCHIRES13DEL02,24,4.9,23.374989,85.335486,23.504989,85.465486,23:35,6,2,0,1,3,1.0,1,3,17.0,0.18384776310849843,Fast,19.617573744443128
0x5a9e,VADRES19DEL02,21,4.8,22.311844,73.165081,22.441844,73.295081,23:25,6,2,2,0,2,0.0,1,3,14.0,0.18384776310849843,Fast,19.688308620509066
0x8d3a,SURRES01DEL02,34,4.1,21.186438,72.794115,21.316438,72.924115,21:10,2,1,0,2,3,1.0,1,1,46.0,0.18384776310850096,Slow,19.760091519675676
0xbb94,PUNERES12DEL02,21,4.3,18.520016,73.830547,18.570016,73.880547,20:60,4,1,0,3,3,0.0,2,1,52.0,0.0707106781186633,Slow,7.661250453808297
0x217d,RANCHIRES19DEL03,36,4.4,23.333017,85.3172,23.423017,85.4072,22:35,0,2,2,2,3,0.0,1,1,36.0,0.12727922061358088,Normal,13.584306064167167
0x7c86,INDORES01DEL01,29,4.7,22.695207,75.866059,22.765207,75.936059,20:25,0,1,0,1,3,0.0,1,1,48.0,0.09899494936611203,Slow,10.588906536688087
0x45cd,HYDRES03DEL01,39,4.6,17.422819,78.449578,17.432819,78.459578,11:05,6,2,2,3,3,1.0,1,1,26.0,0.014142135623723113,Normal,1.536864059415262
0xe27d,LUDHRES09DEL02,32,4.0,30.885814,75.786976,30.965814,75.866976,19:25,0,1,2,3,4,1.0,1,3,46.0,0.1131370849898477,Slow,11.720187303218541
0x5a2b,INDORES11DEL01,35,5.0,22.751234,75.88949,22.761234,75.89949,9:25,0,2,2,1,4,0.0,1,4,15.0,0.014142135623735673,Fast,1.5125686168842198
0x274a,SURRES19DEL01,35,4.0,21.149669,72.772629,21.259669,72.882629,21:50,6,1,0,2,3,0.0,1,1,50.0,0.15556349186103965,Slow,16.722543155307
0xb9e,JAPRES010DEL01,35,4.7,26.921411,75.793604,27.031411,75.903604,21:50,0,1,1,3,4,1.0,1,1,41.0,0.15556349186103965,Slow,16.383856071848083
0xd006,DEHRES14DEL02,28,4.6,30.319528,78.040267,30.369528,78.090267,22:05,3,1,1,3,3,0.0,1,4,11.0,0.07071067811865325,Fast,7.34386385823289
0xa03f,HYDRES07DEL01,26,4.5,17.424114,78.347554,17.464114,78.387554,13:35,4,0,0,0,3,1.0,1,1,40.0,0.05656854249491757,Normal,6.147194518583351
0xb48a,VADRES09DEL03,25,4.8,0.0,0.0,0.03,0.03,21:60,0,1,1,3,4,0.0,1,1,32.0,0.042426406871192854,Normal,4.717601092054723
0xa07e,MUMRES02DEL01,25,4.2,19.221315,72.862381,19.291315,72.932381,20:55,1,1,2,3,3,1.0,1,1,43.0,0.09899494936612209,Slow,10.704238934519317
0x618b,HYDRES18DEL02,0,4.630110732538331,17.450851,78.379347,17.500851,78.429347,18:10,1,3,0,1,3,1.0,1,1,29.0,0.0707106781186633,Normal,7.683355299930933
0x734b,MYSRES13DEL01,27,5.0,12.310972,76.659264,12.420972,76.769264,20:45,6,1,1,3,4,0.0,1,1,25.0,0.15556349186105095,Normal,17.09838855662463
0xca87,KOLRES010DEL01,25,4.8,22.538999,88.322337,22.548999,88.332337,11:25,3,0,2,2,3,0.0,1,1,20.0,0.014142135623723113,Fast,1.5136443701721214
0x89dc,MYSRES08DEL03,33,4.5,12.297954,76.665169,12.387954,76.755169,17:40,6,3,1,0,3,0.0,1,3,21.0,0.12727922061357083,Normal,13.990192142064847
0x54f0,CHENRES03DEL02,26,4.6,13.091809,80.219104,13.221809,80.349104,18:05,2,3,2,3,4,1.0,1,1,23.0,0.1838477631084997,Normal,20.176414243687514
0xccbc,GOARES17DEL01,32,4.1,15.496162,73.825364,15.566162,73.895364,20:50,3,1,0,1,3,1.0,1,3,38.0,0.09899494936612209,Normal,10.808630377209381
0x84ef,PUNERES18DEL01,38,4.1,18.593481,73.785901,18.663481,73.855901,18:40,6,3,2,0,4,1.0,1,1,39.0,0.09899494936612209,Normal,10.723264172167632
